2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
2,2,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,0,2,0,0,0,2,2,2,2,2,0,1,0,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,
2,2,0,2,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,2,0,1,0,0,0,0,6,2,0,1,0,2,2,2,0,2,7,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
2,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,
2,2,1,0,2,1,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,2,
2,2,0,0,6,2,1,2,1,1,2,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1,0,1,2,0,7,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
2,2,0,2,2,0,2,0,0,0,2,0,0,0,0,1,2,2,2,2,2,0,2,0,2,2,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,7,0,0,0,0,2,2,
2,2,2,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
